team_market,team_name,team_id,total_games_played,total_minutes_played,total_field_goals_made,total_field_goals_att,total_field_goals_pct,total_two_points_made,total_two_points_att,total_two_points_pct,total_three_points_made,total_three_points_att,total_three_points_pct,total_blocked_att,total_free_throws_made,total_free_throws_att,total_free_throws_pct,total_offensive_rebounds,total_defensive_rebounds,total_rebounds,total_assists,total_turnovers,total_assists_turnover_ratio,total_steals,total_blocks,total_personal_fouls,total_tech_fouls,total_points,total_fast_break_pts,total_flagrant_fouls,total_points_off_turnovers,total_second_chance_pts,total_ejections,total_foulouts,total_points_in_paint,total_efficiency,total_true_shooting_att,total_true_shooting_pct,average_fast_break_pts,average_points_off_turnovers,average_second_chance_pts,average_minutes,average_points,average_off_rebounds,average_def_rebounds,average_rebounds,average_assists,average_steals,average_blocks,average_turnovers,average_personal_fouls,average_flagrant_fouls,average_blocked_att,average_field_goals_made,average_field_goals_att,average_three_points_made,average_three_points_att,average_free_throws_made,average_free_throws_att,average_two_points_made,average_two_points_att,average_points_in_paint,average_efficiency,average_true_shooting_att
Pittsburgh,Panthers,24051034-96bb-4f78-a3a6-312f3258780f,31,6250.0,725,1731,1088,515,6250.0,0.473,210,643,0.327,165,507,731,0.694,295,727,1022,370,423,0.87,213,117,568,10,2167,420,2,558,315,0,13,949,2236,2052.64,0.528,13.55,18.0,10.16,201.6,69.9,9.52,23.45,32.97,11.9,6.87,3.77,13.65,18.32,0.06,5.32,23.39,55.84,6.77,20.74,16.35,23.58,16.61,35.1,30.61,72.13,66.21
Virginia Tech,Hokies,324ccccc-575b-4b82-acb0-fbb8e68da13b,30,6025.0,771,1620,887,479,6025.0,0.54,292,733,0.398,90,400,525,0.762,228,658,886,463,345,1.34,202,68,462,6,2234,307,5,499,286,0,11,848,2534,1851.0,0.603,10.23,16.63,9.53,200.8,74.5,7.6,21.93,29.53,15.4,6.73,2.27,11.5,15.4,0.17,3.0,25.7,54.0,9.73,24.43,13.33,17.5,15.97,29.57,28.27,84.47,61.7
Boston College,Eagles,4b3ff02c-e0ba-435b-a565-6075bc491684,30,6100.0,747,1749,1087,535,6100.0,0.492,212,662,0.32,89,420,604,0.695,269,750,1019,370,368,1.01,155,99,490,2,2126,305,2,380,301,0,12,806,2215,2014.76,0.528,10.17,12.67,10.03,203.3,70.9,8.97,25.0,33.97,12.3,5.17,3.3,12.27,16.33,0.07,2.97,24.9,58.3,7.07,22.07,14.0,20.13,17.83,36.23,26.87,73.83,67.16
Wake Forest,Demon Deacons,4fbebf0a-e117-4a0c-8f15-c247535a2a1b,30,6050.0,687,1755,1131,497,6050.0,0.439,190,624,0.304,134,484,665,0.728,328,695,1023,320,402,0.8,146,75,537,3,2048,377,4,353,376,0,14,768,1961,2047.6,0.5,12.57,11.77,12.53,201.7,68.3,10.93,23.17,34.1,10.7,4.87,2.5,13.4,17.9,0.13,4.47,22.9,58.5,6.33,20.8,16.13,22.17,16.57,37.7,25.6,65.37,68.25
North Carolina State,Wolfpack,52df1e19-b142-4a76-a439-ad68455d0581,31,6250.0,922,2002,1282,662,6250.0,0.516,260,720,0.361,127,408,572,0.713,354,731,1085,485,402,1.21,236,118,611,3,2512,406,3,535,416,1,10,1084,2790,2253.68,0.557,13.1,17.26,13.42,201.6,81.0,11.42,23.58,35.0,15.6,7.61,3.81,12.97,19.71,0.1,4.1,29.74,64.58,8.39,23.23,13.16,18.45,21.35,41.35,34.97,90.0,72.7
Virginia,Cavaliers,56913910-87f7-4ad7-ae3b-5cd9fb218fd9,30,6025.0,773,1614,996,517,6025.0,0.519,256,618,0.414,82,362,485,0.746,233,750,983,438,272,1.61,169,119,433,2,2164,144,1,386,324,0,3,844,2637,1827.4,0.592,4.8,12.87,10.8,200.8,72.1,7.77,25.0,32.77,14.6,5.63,3.97,9.07,14.43,0.03,2.73,25.77,53.8,8.53,20.6,12.07,16.17,17.23,33.2,28.13,87.9,60.91
Miami (FL),Hurricanes,7aec5187-cb1b-45e5-8f7d-406d766cdc73,30,6025.0,759,1741,981,506,6025.0,0.516,253,760,0.333,86,391,531,0.736,239,677,916,391,352,1.11,202,97,438,3,2162,221,1,419,295,0,5,870,2294,1974.64,0.547,7.37,13.97,9.83,200.8,72.1,7.97,22.57,30.53,13.0,6.73,3.23,11.73,14.6,0.03,2.87,25.3,58.03,8.43,25.33,13.03,17.7,16.87,32.7,29.0,76.47,65.82
Notre Dame,Fighting Irish,80962f09-8821-48b6-8cf0-0cf0eea56aa8,31,6200.0,731,1849,1027,470,6200.0,0.458,261,822,0.318,83,412,553,0.745,296,762,1058,401,295,1.36,173,142,433,4,2135,261,2,390,346,0,3,784,2355,2092.32,0.51,8.42,12.58,11.16,200.0,68.9,9.55,24.58,34.13,12.9,5.58,4.58,9.52,13.97,0.06,2.68,23.58,59.65,8.42,26.52,13.29,17.84,15.16,33.13,25.29,75.97,67.49
Syracuse,Orange,8cd24de1-2be8-4b77-bcfa-47be0495a5f4,31,6225.0,739,1750,1004,498,6225.0,0.496,241,746,0.323,98,437,640,0.683,276,691,967,375,381,0.98,254,149,537,3,2156,245,3,569,300,0,17,763,2306,2031.6,0.531,7.9,18.35,9.68,200.8,69.5,8.9,22.29,31.19,12.1,8.19,4.81,12.29,17.32,0.1,3.16,23.84,56.45,7.77,24.06,14.1,20.65,16.06,32.39,24.61,74.39,65.54
Louisville,Cardinals,b795ddbc-baab-4499-8803-52e8608520ab,31,6300.0,775,1776,1007,510,6300.0,0.506,265,769,0.345,109,500,647,0.773,269,834,1103,410,389,1.05,143,88,534,7,2315,247,2,383,318,0,8,868,2522,2060.68,0.562,7.97,12.35,10.26,203.2,74.7,8.68,26.9,35.58,13.2,4.61,2.84,12.55,17.23,0.06,3.52,25.0,57.29,8.55,24.81,16.13,20.87,16.45,32.48,28.0,81.35,66.47
Florida State,Seminoles,d3c8a767-b6fc-45d4-a5f2-18406f2993f1,31,6275.0,811,1818,1125,582,6275.0,0.517,229,693,0.33,91,499,679,0.735,319,758,1077,406,417,0.97,224,134,602,7,2350,295,6,513,367,0,9,1034,2587,2116.76,0.555,9.52,16.55,11.84,202.4,75.8,10.29,24.45,34.74,13.1,7.23,4.32,13.45,19.42,0.19,2.94,26.16,58.65,7.39,22.35,16.1,21.9,18.77,36.29,33.35,83.45,68.28
Clemson,Tigers,dcf5c2e7-c227-4c20-af26-715d5f859412,31,6200.0,769,1686,1080,571,6200.0,0.529,198,606,0.327,89,415,564,0.736,239,774,1013,382,415,0.92,205,136,513,3,2151,178,6,476,296,0,12,852,2406,1934.16,0.556,5.74,15.35,9.55,200.0,69.4,7.71,24.97,32.68,12.3,6.61,4.39,13.39,16.55,0.19,2.87,24.81,54.39,6.39,19.55,13.39,18.19,18.42,34.84,27.48,77.61,62.39
North Carolina,Tar Heels,e9ca48b2-00ba-41c0-a02b-6885a2da1ff1,31,6225.0,964,2069,1324,686,6225.0,0.518,278,745,0.373,148,478,645,0.741,349,904,1253,598,414,1.44,227,113,534,0,2684,393,3,528,459,0,5,1106,3189,2352.8,0.57,12.68,17.03,14.81,200.8,86.6,11.26,29.16,40.42,19.3,7.32,3.65,13.35,17.23,0.1,4.77,31.1,66.74,8.97,24.03,15.42,20.81,22.13,42.71,35.68,102.87,75.9
Duke,Blue Devils,faeb1160-5d15-4f26-99fc-c441cf21fc7f,31,6225.0,950,1999,1238,717,6225.0,0.579,233,761,0.306,102,475,689,0.689,385,845,1230,499,404,1.24,294,216,489,2,2608,513,0,583,438,0,6,1294,3180,2302.16,0.566,16.55,18.81,14.13,200.8,84.1,12.42,27.26,39.68,16.1,9.48,6.97,13.03,15.77,0.0,3.29,30.65,64.48,7.52,24.55,15.32,22.23,23.13,39.94,41.74,102.58,74.26
North Florida,Ospreys,09920a5f-1b25-466c-b5ae-6167214f5ba9,33,6625.0,902,2014,1117,594,6625.0,0.532,308,897,0.343,29,373,539,0.692,311,842,1153,520,536,0.97,212,165,573,3,2485,332,0,464,374,0,5,1024,2721,2251.16,0.552,10.06,14.06,11.33,200.8,75.3,9.42,25.52,34.94,15.8,6.42,5.0,16.24,17.36,0.0,0.88,27.33,61.03,9.33,27.18,11.3,16.33,18.0,33.85,31.03,82.45,68.22
Kennesaw State,Owls,2e8442e9-bd09-4d46-9dd3-de79433287f3,32,6425.0,742,1945,1507,606,6425.0,0.402,136,438,0.311,26,410,590,0.695,317,740,1057,362,437,0.83,185,106,525,5,2030,244,0,390,297,0,1,749,1920,2204.6,0.46,7.63,12.19,9.28,200.8,63.4,9.91,23.13,33.03,11.3,5.78,3.31,13.66,16.41,0.0,0.81,23.19,60.78,4.25,13.69,12.81,18.44,18.94,47.09,23.41,60.0,68.89
Stetson,Hatters,394d1b2b-7a19-4d43-b04a-5f366c24e5bf,31,6225.0,794,1962,1278,579,6225.0,0.453,215,684,0.314,22,348,503,0.692,312,702,1014,418,395,1.06,210,94,536,0,2151,225,0,446,370,0,1,842,2169,2183.32,0.493,7.26,14.39,11.94,200.8,69.4,10.06,22.65,32.71,13.5,6.77,3.03,12.74,17.29,0.0,0.71,25.61,63.29,6.94,22.06,11.23,16.23,18.68,41.23,27.16,69.97,70.43
N.J.I.T.,Highlanders,500d7223-ecff-494b-9539-28427156c783,33,6650.0,792,1778,1114,563,6650.0,0.505,229,664,0.345,19,497,692,0.718,205,825,1030,354,409,0.87,211,90,551,8,2310,311,0,435,236,0,1,887,2405,2082.48,0.555,9.42,13.18,7.15,201.5,70.0,6.21,25.0,31.21,10.7,6.39,2.73,12.39,16.7,0.0,0.58,24.0,53.88,6.94,20.12,15.06,20.97,17.06,33.76,26.88,72.88,63.11
Florida Gulf Coast,Eagles,5326c079-3dc3-468f-a601-b776dd9c1e62,32,6400.0,809,1787,1063,540,6400.0,0.508,269,724,0.372,20,393,588,0.668,237,740,977,449,481,0.93,218,133,514,7,2280,236,3,471,253,0,1,957,2403,2045.72,0.557,7.38,14.72,7.91,200.0,71.3,7.41,23.13,30.53,14.0,6.81,4.16,15.03,16.06,0.09,0.63,25.28,55.84,8.41,22.63,12.28,18.38,16.88,33.22,29.91,75.09,63.93
Liberty,Flames,559db90c-741f-40d1-aa81-3fdd1d4889f3,34,6800.0,921,1878,1061,621,6800.0,0.585,300,817,0.367,22,374,485,0.771,222,804,1026,505,373,1.35,217,91,513,1,2516,131,0,457,243,0,1,962,2914,2091.4,0.602,3.85,13.44,7.15,200.0,74.0,6.53,23.65,30.18,14.9,6.38,2.68,10.97,15.09,0.0,0.65,27.09,55.24,8.82,24.03,11.0,14.26,18.26,31.21,28.29,85.71,61.51
North Alabama,Lions,61db8108-45f1-43e5-ade8-83278324bc7d,32,6425.0,744,1914,1109,504,6425.0,0.454,240,805,0.298,19,417,619,0.674,296,777,1073,334,437,0.76,209,74,615,5,2145,247,0,433,299,0,2,889,2026,2186.36,0.491,7.72,13.53,9.34,200.8,67.0,9.25,24.28,33.53,10.4,6.53,2.31,13.66,19.22,0.0,0.59,23.25,59.81,7.5,25.16,13.03,19.34,15.75,34.66,27.78,63.31,68.32
Lipscomb,Bisons,a2b8223d-40b3-4076-b5df-55655c2f8591,32,6400.0,930,1926,1171,650,6400.0,0.555,280,755,0.371,23,530,705,0.752,254,863,1117,555,424,1.31,241,88,556,7,2670,203,0,585,320,0,1,1186,3076,2236.2,0.597,6.34,18.28,10.0,200.0,83.4,7.94,26.97,34.91,17.3,7.53,2.75,13.25,17.38,0.0,0.72,29.06,60.19,8.75,23.59,16.56,22.03,20.31,36.59,37.06,96.13,69.88
Jacksonville,Dolphins,fb28bd56-9e56-40c1-992d-71c1e27fe4fd,32,6425.0,889,1952,1308,676,6425.0,0.517,213,644,0.331,18,394,582,0.677,290,785,1075,456,461,0.99,213,166,522,3,2385,418,1,444,348,0,1,1098,2583,2208.08,0.54,13.06,13.88,10.88,200.8,74.5,9.06,24.53,33.59,14.3,6.66,5.19,14.41,16.31,0.03,0.56,27.78,61.0,6.66,20.13,12.31,18.19,21.13,40.88,34.31,80.72,69.0
Loyola (MD),Greyhounds,175d34a7-3823-4e4f-9f11-2464f55360b8,32,6475.0,842,1836,1220,632,6475.0,0.518,210,616,0.341,32,438,617,0.71,240,652,892,448,444,1.01,278,73,573,5,2332,302,0,545,314,0,2,1044,2406,2107.48,0.553,9.44,17.03,9.81,202.3,72.9,7.5,20.38,27.88,14.0,8.69,2.28,13.88,17.91,0.0,1.0,26.31,57.38,6.56,19.25,13.69,19.28,19.75,38.13,32.63,75.19,65.86
American University,Eagles,2f513e67-f019-4eec-9096-fbc5911858b6,30,6100.0,780,1645,1061,590,6100.0,0.556,190,584,0.325,20,411,589,0.698,201,724,925,402,386,1.04,221,131,519,3,2161,186,0,430,239,0,3,1038,2411,1904.16,0.567,6.2,14.33,7.97,203.3,72.0,6.7,24.13,30.83,13.4,7.37,4.37,12.87,17.3,0.0,0.67,26.0,54.83,6.33,19.47,13.7,19.63,19.67,35.37,34.6,80.37,63.47
Holy Cross,Crusaders,31aedd91-a77e-46c1-8bdc-80e9860c159d,33,6675.0,848,1834,1164,611,6675.0,0.525,237,670,0.354,25,283,424,0.667,189,655,844,511,359,1.42,241,127,482,5,2216,140,1,495,235,0,3,1091,2453,2020.56,0.548,4.24,15.0,7.12,202.3,67.2,5.73,19.85,25.58,15.5,7.3,3.85,10.88,14.61,0.03,0.76,25.7,55.58,7.18,20.3,8.58,12.85,18.52,35.27,33.06,74.33,61.23
Navy,Midshipmen,3b088563-ca8a-49a6-9e19-5e4cb186ae1d,31,6200.0,732,1786,1130,524,6200.0,0.464,208,656,0.317,15,389,544,0.715,308,740,1048,399,437,0.91,167,58,533,3,2061,114,1,319,337,0,2,858,2087,2025.36,0.509,3.68,10.29,10.87,200.0,66.5,9.94,23.87,33.81,12.9,5.39,1.87,14.1,17.19,0.03,0.48,23.61,57.61,6.71,21.16,12.55,17.55,16.9,36.45,27.68,67.32,65.33
Lehigh,Mountain Hawks,508f503f-dc57-4f4c-a01e-4f195e5c05c8,31,6250.0,856,1773,1096,569,6250.0,0.519,287,677,0.424,23,480,619,0.775,187,829,1016,468,418,1.12,172,71,571,0,2479,272,2,414,261,0,4,961,2732,2045.36,0.606,8.77,13.35,8.42,201.6,80.0,6.03,26.74,32.77,15.1,5.55,2.29,13.48,18.42,0.06,0.74,27.61,57.19,9.26,21.84,15.48,19.97,18.35,35.35,31.0,88.13,65.98
Lafayette,Leopards,6af02334-9ac3-452f-bcf4-20abdb72bd07,30,6100.0,802,1784,1048,522,6100.0,0.498,280,736,0.38,8,325,437,0.744,194,723,917,417,402,1.04,156,124,515,2,2209,137,1,383,245,0,0,877,2327,1976.28,0.559,4.57,12.77,8.17,203.3,73.6,6.47,24.1,30.57,13.9,5.2,4.13,13.4,17.17,0.03,0.27,26.73,59.47,9.33,24.53,10.83,14.57,17.4,34.93,29.23,77.57,65.88
Army,Black Knights,6dfaf0ba-47c4-4e05-b0a7-72734747d48f,32,6400.0,837,1956,1093,565,6400.0,0.517,272,863,0.315,18,322,471,0.684,211,812,1023,499,376,1.33,198,50,544,1,2268,213,0,482,335,0,0,1073,2394,2163.24,0.524,6.66,15.06,10.47,200.0,70.9,6.59,25.38,31.97,15.6,6.19,1.56,11.75,17.0,0.0,0.56,26.16,61.13,8.5,26.97,10.06,14.72,17.66,34.16,33.53,74.81,67.6
Colgate,Raiders,80a19b57-d6ab-4bee-934f-33a72c2e958a,33,6675.0,900,1887,1122,607,6675.0,0.541,293,765,0.383,27,391,528,0.741,274,806,1080,513,429,1.2,201,117,515,2,2484,227,0,471,301,0,1,1096,2842,2119.32,0.586,6.88,14.27,9.12,202.3,75.3,8.3,24.42,32.73,15.5,6.09,3.55,13.0,15.61,0.0,0.82,27.27,57.18,8.88,23.18,11.85,16.0,18.39,34.0,33.21,86.12,64.22
Bucknell,Bison,98d2123a-c7b9-4b5f-8a81-43f76d8537dc,32,6425.0,843,1873,1019,545,6425.0,0.535,298,854,0.349,24,470,628,0.748,238,813,1051,503,396,1.27,169,115,603,5,2454,183,3,406,308,0,4,944,2708,2149.32,0.571,5.72,12.69,9.63,200.8,76.7,7.44,25.41,32.84,15.7,5.28,3.59,12.38,18.84,0.09,0.75,26.34,58.53,9.31,26.69,14.69,19.63,17.03,31.84,29.5,84.63,67.17
Boston University,Terriers,de9a0e19-b83c-4b98-a6da-81c110cb364b,33,6625.0,922,1922,1283,701,6625.0,0.546,221,639,0.346,10,320,468,0.684,252,731,983,448,425,1.05,199,73,579,3,2385,210,0,454,318,0,0,1205,2515,2127.92,0.56,6.36,13.76,9.64,200.8,72.3,7.64,22.15,29.79,13.6,6.03,2.21,12.88,17.55,0.0,0.3,27.94,58.24,6.7,19.36,9.7,14.18,21.24,38.88,36.52,76.21,64.48
Hampton,Pirates,161354af-1f3e-4d58-88f7-e016ec74b7b6,31,6350.0,860,1983,1219,597,6350.0,0.49,263,764,0.344,20,548,701,0.782,267,809,1076,435,334,1.3,194,110,587,15,2531,324,1,454,350,0,1,957,2736,2291.44,0.552,10.45,14.65,11.29,204.8,81.6,8.61,26.1,34.71,14.0,6.26,3.55,10.77,18.94,0.03,0.65,27.74,63.97,8.48,24.65,17.68,22.61,19.26,39.32,30.87,88.26,73.92
USC Upstate,Spartans,2e78bd1b-9422-491e-9c73-37cf83b0e34e,32,6450.0,775,1872,1055,506,6450.0,0.48,269,817,0.329,26,350,491,0.713,252,697,949,434,440,0.99,207,93,621,3,2169,254,0,441,290,0,3,827,2174,2088.04,0.519,7.94,13.78,9.06,201.6,67.8,7.88,21.78,29.66,13.6,6.47,2.91,13.75,19.41,0.0,0.81,24.22,58.5,8.41,25.53,10.94,15.34,15.81,32.97,25.84,67.94,65.25
Longwood,Lancers,600aad0e-85e7-4db8-be0b-94ba02a08e55,32,6475.0,742,1755,876,440,6475.0,0.502,302,879,0.344,12,442,605,0.731,239,792,1031,364,459,0.79,198,68,591,6,2228,187,0,433,294,0,3,773,2254,2021.2,0.551,5.84,13.53,9.19,202.3,69.6,7.47,24.75,32.22,11.4,6.19,2.13,14.34,18.47,0.0,0.38,23.19,54.84,9.44,27.47,13.81,18.91,13.75,27.38,24.16,70.44,63.16
Campbell,Fighting Camels,6e5dfe2c-28cc-411f-b846-af8436093ab2,32,6425.0,840,1843,951,533,6425.0,0.56,307,892,0.344,11,439,580,0.757,234,715,949,469,325,1.44,209,103,510,27,2426,201,0,512,265,0,1,911,2687,2098.2,0.578,6.28,16.0,8.28,200.8,75.8,7.31,22.34,29.66,14.7,6.53,3.22,10.16,15.94,0.0,0.34,26.25,57.59,9.59,27.88,13.72,18.13,16.66,29.72,28.47,83.97,65.57
Gardner-Webb,Runnin' Bulldogs,79871449-f5a1-4650-b3cf-85b78fd6943e,34,6950.0,933,1912,1216,661,6950.0,0.544,272,696,0.391,28,524,737,0.711,226,837,1063,492,391,1.26,233,99,545,5,2662,280,2,530,293,0,3,1240,2966,2236.28,0.595,8.24,15.59,8.62,204.4,78.3,6.65,24.62,31.26,14.5,6.85,2.91,11.5,16.03,0.06,0.82,27.44,56.24,8.0,20.47,15.41,21.68,19.44,35.76,36.47,87.24,65.77
High Point,Panthers,a311188e-1259-4fda-b0ea-c47cb52694b1,31,6275.0,763,1719,1136,583,6275.0,0.513,180,583,0.309,11,409,604,0.677,319,772,1091,404,406,1.0,170,91,502,2,2115,185,0,372,349,0,0,954,2314,1984.76,0.533,5.97,12.0,11.26,202.4,68.2,10.29,24.9,35.19,13.0,5.48,2.94,13.1,16.19,0.0,0.35,24.61,55.45,5.81,18.81,13.19,19.48,18.81,36.65,30.77,74.65,64.02
Charleston Southern,Buccaneers,a3fef707-e4fc-48a0-82f1-f4ef01b76f45,32,6450.0,871,2032,1131,554,6450.0,0.49,317,901,0.352,36,380,562,0.676,345,749,1094,459,414,1.11,252,106,537,4,2439,288,0,584,391,0,1,866,2593,2279.28,0.535,9.0,18.25,12.22,201.6,76.2,10.78,23.41,34.19,14.3,7.88,3.31,12.94,16.78,0.0,1.13,27.22,63.5,9.91,28.16,11.88,17.56,17.31,35.34,27.06,81.03,71.23
UNC Asheville,Bulldogs,ad9fce12-6b1a-400c-bcbe-29d84d065fc0,31,6225.0,655,1627,940,432,6225.0,0.46,223,687,0.325,26,324,437,0.741,261,598,859,331,456,0.73,196,86,533,1,1857,145,1,361,301,0,2,700,1788,1819.28,0.51,4.68,11.65,9.71,200.8,59.9,8.42,19.29,27.71,10.7,6.32,2.77,14.71,17.19,0.03,0.84,21.13,52.48,7.19,22.16,10.45,14.1,13.94,30.32,22.58,57.68,58.69
Presbyterian,Blue Hose,b06b63b0-20e6-4c78-bdcf-5feac3d7995e,33,6625.0,888,1971,1026,527,6625.0,0.514,361,945,0.382,18,464,637,0.728,258,781,1039,518,326,1.59,193,67,567,5,2601,167,0,515,308,0,0,873,2836,2251.28,0.578,5.06,15.61,9.33,200.8,78.8,7.82,23.67,31.48,15.7,5.85,2.03,9.88,17.18,0.0,0.55,26.91,59.73,10.94,28.64,14.06,19.3,15.97,31.09,26.45,85.94,68.22
Winthrop,Eagles,ca441726-0c57-4456-b1e7-fff098484fb5,30,6050.0,855,1878,881,483,6050.0,0.548,372,997,0.373,25,417,565,0.738,293,844,1137,460,456,1.01,134,83,536,8,2499,206,1,411,331,0,1,865,2686,2126.6,0.588,6.87,13.7,11.03,201.7,83.3,9.77,28.13,37.9,15.3,4.47,2.77,15.2,17.87,0.03,0.83,28.5,62.6,12.4,33.23,13.9,18.83,16.1,29.37,28.83,89.53,70.89
Radford,Highlanders,f2cf9ba2-ac8c-4d92-8e7a-48dd88e8f40b,33,6650.0,893,1937,1187,608,6650.0,0.512,285,750,0.38,32,369,515,0.717,290,791,1081,467,358,1.3,196,101,528,9,2440,222,0,462,321,0,2,942,2737,2163.6,0.564,6.73,14.0,9.73,201.5,73.9,8.79,23.97,32.76,14.2,5.94,3.06,10.85,16.0,0.0,0.97,27.06,58.7,8.64,22.73,11.18,15.61,18.42,35.97,28.55,82.94,65.56
Detroit Mercy,Titans,1b78e7f6-f25c-4921-98e2-9bc565f8dfb4,31,6200.0,784,1874,1049,490,6200.0,0.467,294,825,0.356,16,417,581,0.718,294,627,921,319,355,0.9,238,77,528,12,2279,388,0,505,335,0,0,731,2225,2129.64,0.535,12.52,16.29,10.81,200.0,73.5,9.48,20.23,29.71,10.3,7.68,2.48,11.45,17.03,0.0,0.52,25.29,60.45,9.48,26.61,13.45,18.74,15.81,33.84,23.58,71.77,68.7
Milwaukee,Panthers,5d77800f-1ae6-4b66-8e97-b0dbb8bbc717,31,6225.0,765,1820,1128,528,6225.0,0.468,237,692,0.342,17,379,508,0.746,238,753,991,356,381,0.93,145,94,579,2,2146,184,1,325,319,0,1,819,2167,2043.52,0.525,5.94,10.48,10.29,200.8,69.2,7.68,24.29,31.97,11.5,4.68,3.03,12.29,18.68,0.03,0.55,24.68,58.71,7.65,22.32,12.23,16.39,17.03,36.39,26.42,69.9,65.92
Green Bay,Phoenix,61a3e5ab-1be3-4694-b83f-edae0953f409,33,6650.0,944,2084,1327,687,6650.0,0.518,257,757,0.339,36,508,722,0.704,274,803,1077,489,422,1.16,259,134,634,4,2653,401,0,587,334,0,3,1134,2836,2401.68,0.552,12.15,17.79,10.12,201.5,80.4,8.3,24.33,32.64,14.8,7.85,4.06,12.79,19.21,0.0,1.09,28.61,63.15,7.79,22.94,15.39,21.88,20.82,40.21,34.36,85.94,72.78
IUPUI,Jaguars,90ec10eb-38a4-4a69-b072-ef71d294933b,32,6400.0,862,1904,1236,636,6400.0,0.515,226,668,0.338,13,484,690,0.701,336,749,1085,460,444,1.04,223,103,565,5,2434,307,1,526,377,1,2,1088,2613,2207.6,0.551,9.59,16.44,11.78,200.0,76.1,10.5,23.41,33.91,14.4,6.97,3.22,13.88,17.66,0.03,0.41,26.94,59.5,7.06,20.88,15.13,21.56,19.88,38.63,34.0,81.66,68.99
Wright State,Raiders,9c396fa7-c165-4599-8542-158bd0d9a199,33,6625.0,839,1914,1145,575,6625.0,0.502,264,769,0.343,25,484,656,0.738,310,758,1068,464,385,1.21,202,65,517,6,2426,133,1,523,318,0,0,1056,2593,2202.64,0.551,4.03,15.85,9.64,200.8,73.5,9.39,22.97,32.36,14.1,6.12,1.97,11.67,15.67,0.03,0.76,25.42,58.0,8.0,23.3,14.67,19.88,17.42,34.7,32.0,78.58,66.75
Northern Kentucky,Norse,ab9a1315-293f-42d3-a164-860216e81576,33,6650.0,927,1929,1127,638,6650.0,0.566,289,802,0.36,23,470,704,0.668,310,816,1126,559,413,1.35,209,133,626,7,2613,501,0,535,378,0,3,1192,2991,2238.76,0.584,15.18,16.21,11.45,201.5,79.2,9.39,24.73,34.12,16.9,6.33,4.03,12.52,18.97,0.0,0.7,28.09,58.45,8.76,24.3,14.24,21.33,19.33,34.15,36.12,90.64,67.84
Oakland,Golden Grizzlies,aeaaef0d-5238-414e-ac04-c55a22cba208,33,6625.0,864,1859,1043,550,6625.0,0.527,314,816,0.385,26,492,663,0.742,246,727,973,581,424,1.37,191,99,534,4,2534,217,0,450,299,0,3,962,2788,2150.72,0.589,6.58,13.64,9.06,200.8,76.8,7.45,22.03,29.48,17.6,5.79,3.0,12.85,16.18,0.0,0.79,26.18,56.33,9.52,24.73,14.91,20.09,16.67,31.61,29.15,84.48,65.17
Youngstown State,Penguins,da7d41bc-48b0-4a04-948f-792d6470bcb5,32,6525.0,879,2059,1166,576,6525.0,0.494,303,893,0.339,17,354,505,0.701,365,729,1094,449,422,1.06,210,115,656,2,2415,355,1,418,429,0,5,952,2530,2281.2,0.529,11.09,13.06,13.41,203.9,75.5,11.41,22.78,34.19,14.0,6.56,3.59,13.19,20.5,0.03,0.53,27.47,64.34,9.47,27.91,11.06,15.78,18.0,36.44,29.75,79.06,71.29
Illinois-Chicago,Flames,dfe0d93f-94a5-47fb-b7aa-f74786e09acb,32,6475.0,865,1882,1026,562,6475.0,0.548,303,856,0.354,27,358,525,0.682,223,784,1007,478,456,1.05,209,124,685,10,2391,424,0,448,231,0,7,1038,2569,2113.0,0.566,13.25,14.0,7.22,202.3,74.7,6.97,24.5,31.47,14.9,6.53,3.88,14.25,21.41,0.0,0.84,27.03,58.81,9.47,26.75,11.19,16.41,17.56,32.06,32.44,80.28,66.03
Cleveland State,Vikings,e30c0417-b220-424e-886e-dd1249e2ca5a,31,6250.0,799,1834,1014,496,6250.0,0.489,303,820,0.37,18,399,585,0.682,262,741,1003,460,411,1.12,174,97,551,3,2300,207,1,433,295,0,0,896,2402,2091.4,0.55,6.68,13.97,9.52,201.6,74.2,8.45,23.9,32.35,14.8,5.61,3.13,13.26,17.77,0.03,0.58,25.77,59.16,9.77,26.45,12.87,18.87,16.0,32.71,28.9,77.48,67.46
Colorado State,Rams,1a470730-f328-4fb1-8bbf-36a069e4d6b2,31,6225.0,843,1769,1067,590,6225.0,0.553,253,702,0.36,60,397,572,0.694,220,769,989,460,354,1.3,192,73,507,9,2336,313,2,428,273,0,6,1016,2595,2020.68,0.578,10.1,13.81,8.81,200.8,75.4,7.1,24.81,31.9,14.8,6.19,2.35,11.42,16.35,0.06,1.94,27.19,57.06,8.16,22.65,12.81,18.45,19.03,34.42,32.77,83.71,65.18
New Mexico,Lobos,1b1977ec-b32f-4ce3-95a4-d07bab4816cd,30,6000.0,763,1793,1004,488,6000.0,0.486,275,789,0.349,77,481,689,0.698,293,749,1042,414,434,0.95,201,107,580,13,2282,468,0,438,348,0,11,848,2374,2096.16,0.544,15.6,14.6,11.6,200.0,76.1,9.77,24.97,34.73,13.8,6.7,3.57,14.47,19.33,0.0,2.57,25.43,59.77,9.17,26.3,16.03,22.97,16.27,33.47,28.27,79.13,69.87
